name;region;country;lat;lon;tz_id;localtime;last_updated;temp_c;temp_f;is_day;condition_text;condition_code;wind_mph;wind_kph;wind_degree;pressure_in;precip_in;humidity;cloud;feelslike_c;uv;gust_mph;gust_kph
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:09;21/05/2024 15:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;60;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:09;21/05/2024 15:00;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:09;21/05/2024 15:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;60;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:09;21/05/2024 15:00;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:09;21/05/2024 15:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;60;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:09;21/05/2024 15:00;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:12;21/05/2024 15:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;60;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:13;21/05/2024 15:00;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:12;21/05/2024 15:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;60;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:13;21/05/2024 15:00;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:12;21/05/2024 15:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;60;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:13;21/05/2024 15:00;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:12;21/05/2024 15:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;60;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:13;21/05/2024 15:00;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:17;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:17;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:17;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:17;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:17;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:17;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:17;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:17;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:25;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:25;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:25;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:21;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:25;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:28;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:29;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:28;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:29;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:28;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:29;21/05/2024 15:15;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:28;21/05/2024 15:15;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:32;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:32;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:32;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:32;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:32;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:32;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:32;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:32;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:36;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:37;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:36;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:37;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:36;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:37;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:36;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:37;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:40;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:40;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:40;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:40;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:40;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:40;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:40;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:40;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:44;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:44;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:44;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:44;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:44;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:44;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:44;21/05/2024 15:30;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:44;21/05/2024 15:30;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:48;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:48;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:48;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:48;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:48;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:48;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:48;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:48;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:52;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:52;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:52;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:52;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:52;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:52;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:55;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:52;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:55;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:56;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:55;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:56;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:55;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:56;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:58;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 15:56;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:58;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:00;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:58;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:00;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 15:58;21/05/2024 15:45;21.9;71.4;1;Patchy light drizzle;1150;2.2;3.6;187;29.8;0.01;81;51;21.9;6.0;3.1;5.0
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:00;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:02;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:00;21/05/2024 15:45;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.5;8.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:02;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:04;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:02;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:04;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:06;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:04;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:06;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:04;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
Malang;East Java;Indonesia;-8.0;114.14;Asia/Jakarta;21/05/2024 16:06;21/05/2024 16:00;21.5;70.7;1;Light rain shower;1240;2.2;3.6;151;29.8;0.01;84;55;21.5;6.0;6.7;10.8
Surabaya;East Java;Indonesia;-7.25;112.75;Asia/Jakarta;21/05/2024 16:08;21/05/2024 16:00;32.0;89.6;1;Partly cloudy;1003;11.9;19.1;70;29.71;0.0;63;25;36.9;9.0;16.3;26.3
